# map seed opt_first repeats opt_success con_success opt_deterministic con_deterministic opt_run_time con_run_time opt_wall_mean con_wall_mean opt_cpu_time con_cpu_time opt_cpu_mean con_cpu_mean opt_iterations con_iterations opt_nodes con_nodes opt_nn_checks con_nn_checks opt_connection_checks con_connection_checks opt_collision_checks con_collision_checks opt_tree_mem con_tree_mem opt_path_mem con_path_mem
map_7 46 0 5 5 5 1 1 0.001154167 0.001554125 0.0011685998 0.0015541166 0.001151 0.001551 0.001167 0.001552 6395 2665 4538 2026 35749 1358678 408 1025855 88420 2665 30.158203125 9.892578125 0.17578125 1.5263671875
map_8 46 1 5 5 5 1 1 0.000951708 0.000351375 0.0009635582 0.0003520332 0.000949 0.000351 0.0009614 0.0003508 5158 1165 2791 944 40048 282356 31 222580 71073 1165 21.6279296875 4.609375 0.1787109375 1.294921875
map_9 46 0 5 5 5 1 1 0.001340666 0.003418625 0.001355075 0.0034194 0.00134 0.003415 0.0013534 0.003417 7407 4109 6098 2991 40105 3125013 672 2235272 108848 4109 37.775390625 14.6044921875 0.1787109375 1.4443359375
map_0 47 0 5 5 5 1 1 0.001158708 0.000595791 0.0011653334 0.0005959332 0.001158 0.000595 0.0011638 0.0005956 6226 1520 3874 1249 32758 495946 151 389943 89175 1520 26.916015625 6.0986328125 0.205078125 1.4794921875
map_1 47 1 5 5 5 1 1 0.00111475 0.001250708 0.0011236248 0.0012523 0.001114 0.001249 0.0011222 0.0012506 6098 2273 4330 1839 31841 1067255 54 845146 92220 2273 29.142578125 8.9794921875 0.1845703125 1.4501953125
map_2 47 0 5 5 5 1 1 0.001205375 0.000463625 0.001222675 0.0004640332 0.001205 0.000463 0.0012212 0.0004634 6654 1429 4462 1071 39464 383920 409 286649 94413 1429 29.787109375 5.2294921875 0.1904296875 1.376953125
map_3 47 1 5 5 5 1 1 0.001189875 0.000301417 0.0012046752 0.0003024 0.00119 0.000301 0.0012032 0.0003016 6569 895 4648 754 36322 166797 479 142061 98336 895 30.6953125 3.681640625 0.2021484375 1.353515625
map_4 47 0 5 5 5 1 1 0.00101175 0.002369958 0.0010238168 0.0023705998 0.001011 0.002369 0.0010224 0.0023686 5516 3342 2926 2526 31725 2094893 40 1594378 78600 3342 22.287109375 12.333984375 0.1845703125 1.447265625
map_5 47 1 5 5 5 1 1 0.001089042 0.000285042 0.0010956834 0.0002865252 0.001086 0.000284 0.0010936 0.0002852 5940 1003 3589 861 32819 218384 212 185272 86177 1003 25.5244140625 4.2041015625 0.216796875 1.3798828125
map_6 47 0 5 5 5 1 1 0.001125875 0.0011035 0.0011382248 0.0011030664 0.001125 0.001101 0.001137 0.001102 6202 2192 4072 1705 39645 950596 135 726235 86753 2192 27.8828125 8.3251953125 0.2109375 1.3828125
map_7 47 1 5 5 5 1 1 0.001194041 0.000507666 0.0012063164 0.0005079586 0.001192 0.000508 0.0012042 0.0005078 6454 1379 3413 1169 36749 409120 27 341256 94305 1379 24.6650390625 5.7080078125 0.181640625 1.376953125
map_8 47 0 5 5 5 1 1 0.001036917 0.000288667 0.0010456086 0.0002893502 0.001034 0.000288 0.0010432 0.0002878 5596 1063 2885 866 39390 221239 54 187345 77708 1063 22.0869140625 4.228515625 0.2021484375 1.341796875
map_9 47 1 5 5 5 1 1 0.001424 0.001267042 0.001442925 0.0012685998 0.001424 0.001267 0.0014404 0.0012664 7921 2451 5724 1798 44781 1111786 923 807673 110946 2451 35.94921875 8.779296875 0.2109375 1.4267578125
map_0 48 1 5 5 5 1 1 0.001165167 0.002942583 0.0011762834 0.0029439502 0.001161 0.002944 0.001174 0.0029428 6402 3885 3565 2756 35176 2694366 204 1897731 87087 3885 25.4072265625 13.45703125 0.2197265625 1.4560546875
map_1 48 0 5 5 5 1 1 0.001239083 0.000213 0.0012468832 0.0002140752 0.001239 0.000213 0.0012448 0.0002138 6849 856 4737 743 39516 161182 287 137963 95011 856 31.1298828125 3.6279296875 0.234375 1.341796875
map_2 48 1 5 5 5 1 1 0.001367667 0.000873875 0.0013777004 0.0008730166 0.001367 0.000871 0.0013752 0.0008708 7470 1907 5490 1536 44015 725048 461 589804 112688 1907 34.806640625 7.5 0.1962890625 1.46484375
map_3 48 0 5 5 5 1 1 0.0012115 0.000646209 0.0012245918 0.0006406752 0.001209 0.000646 0.0012224 0.0006392 6523 1408 4438 1181 34085 420090 202 348427 96160 1408 29.669921875 5.7666015625 0.1611328125 1.400390625
map_4 48 1 5 5 5 1 1 0.001158792 0.000481 0.0011689836 0.0004820248 0.001155 0.000481 0.001167 0.0004816 6354 1369 4522 1129 30701 388347 245 318572 92710 1369 30.080078125 5.5126953125 0.1845703125 1.3916015625
map_5 48 0 5 5 5 1 1 0.00106825 0.000356792 0.0010822418 0.000356667 0.001066 0.000357 0.0010808 0.000355 5897 1121 4021 987 28091 267492 276 243360 83704 1121 27.6337890625 4.8193359375 0.1728515625 1.365234375
map_6 48 1 5 5 5 1 1 0.001057333 0.006149417 0.001068125 0.0061486666 0.001057 0.006147 0.001067 0.0061458 5771 5408 3906 4105 33160 5570392 95 4212426 84126 5408 27.072265625 20.0439453125 0.22265625 1.34765625
map_7 48 0 5 5 5 1 1 0.001347625 0.000628208 0.0013599834 0.0006287832 0.001344 0.000627 0.0013578 0.0006272 7415 1615 5497 1250 37930 538658 682 390208 104065 1615 34.8408203125 6.103515625 0.216796875 1.3828125
map_8 48 1 5 5 5 1 1 0.001192791 0.004855875 0.00120715 0.004866175 0.00119 0.004853 0.0012046 0.004865 6396 4755 3141 3629 54232 4398729 39 3292408 88497 4754 23.3369140625 17.7197265625 0.1962890625 1.787109375
map_9 48 0 5 5 5 1 1 0.001234833 0.000805583 0.0012460832 0.0008055248 0.001234 0.000804 0.001244 0.0008042 6868 1804 4681 1462 33805 676058 359 533774 97435 1804 30.8564453125 7.138671875 0.1728515625 1.2919921875
map_0 49 0 5 5 5 1 1 0.00104875 0.001305 0.0010661334 0.0013087752 0.001046 0.001304 0.0010646 0.001307 5752 2498 3480 1844 30488 1138516 114 849518 79699 2498 24.9921875 9.00390625 0.2109375 1.376953125
map_1 49 1 5 5 5 1 1 0.001026875 0.001975875 0.0010353834 0.0019750002 0.001024 0.001974 0.001034 0.0019724 5657 2997 4166 2316 29958 1715070 117 1340805 82640 2996 28.341796875 11.30859375 0.2021484375 1.646484375
map_2 49 0 5 5 5 1 1 0.001410541 0.000333042 0.0014299166 0.0003335084 0.00141 0.000331 0.0014298 0.0003324 7800 1192 6160 908 43184 265462 1005 206013 113105 1192 38.078125 4.43359375 0.1875 1.4267578125
map_3 49 1 5 5 5 1 1 0.001197834 0.000350875 0.0012054584 0.0003519416 0.001198 0.000351 0.0012054 0.000351 6628 1150 4420 946 33511 280332 192 223664 95707 1150 29.58203125 4.619140625 0.1904296875 1.388671875
map_4 49 0 5 5 5 1 1 0.001163167 0.00274625 0.0011761248 0.0027788084 0.00116 0.002736 0.0011748 0.0027752 6422 3419 4085 2726 32183 2343335 143 1857223 89964 3419 27.9462890625 13.310546875 0.181640625 1.41796875
map_5 49 1 5 5 5 1 1 0.000799958 0.0014245 0.0008049666 0.001425575 0.000798 0.001423 0.0008022 0.0014234 4237 2400 2244 1944 22566 1247174 1 944108 58345 2400 18.95703125 9.4921875 0.181640625 1.353515625
map_6 49 0 5 5 5 1 1 0.001328958 0.000780333 0.0013452332 0.0007804498 0.001326 0.000779 0.0013432 0.0007796 7338 1876 5667 1406 43883 671248 551 493699 107252 1876 35.6708984375 6.865234375 0.22265625 1.3154296875
map_7 49 1 5 5 5 1 1 0.001063584 0.000524959 0.0010766586 0.0005247586 0.001063 0.000524 0.0010754 0.000524 5892 1471 4485 1142 32232 441149 162 325728 88318 1471 29.8994140625 5.576171875 0.193359375 1.365234375
map_8 49 0 5 5 5 1 1 0.00129175 0.000298208 0.0013015166 0.0002990748 0.00129 0.000299 0.0013 0.0002986 7088 1141 5286 860 45356 234978 514 184793 99207 1141 33.810546875 4.19921875 0.2255859375 1.3857421875
map_9 49 1 5 5 5 1 1 0.001435333 0.001209125 0.0014399834 0.0012593832 0.001433 0.001206 0.0014384 0.0012562 7848 2398 5969 1713 40682 1076624 819 733358 112384 2398 37.1455078125 8.3642578125 0.2080078125 1.4384765625
map_0 50 1 5 5 5 1 1 0.001261666 0.000509 0.0012817412 0.0005092252 0.001259 0.000506 0.0012804 0.0005072 6984 1401 5162 1165 39136 407077 276 338935 102745 1401 33.205078125 5.6884765625 0.2109375 1.4033203125
map_1 50 0 5 5 5 1 1 0.000997583 0.000738416 0.0010054832 0.0007375916 0.000997 0.000735 0.0010046 0.000736 5517 1759 4190 1385 30014 618914 148 479098 77064 1759 28.458984375 6.7626953125 0.2197265625 1.388671875
map_2 50 1 5 5 5 1 1 0.001408666 0.000803625 0.0014282416 0.000804375 0.001409 0.000803 0.0014266 0.0008028 7738 1843 5840 1454 54115 675508 427 528162 116920 1843 36.515625 7.099609375 0.1435546875 1.41796875
map_3 50 0 5 5 5 1 1 0.001256375 0.000695 0.001269475 0.0006956418 0.001253 0.000693 0.0012674 0.0006942 6966 1740 4986 1331 34170 587144 386 442526 99930 1740 32.345703125 6.4990234375 0.1962890625 1.341796875
map_4 50 1 5 5 5 1 1 0.001146208 0.003401667 0.0011629416 0.0034008 0.001146 0.003398 0.001161 0.0033968 6380 3937 3538 3018 30502 3064157 116 2275685 90218 3937 25.275390625 14.736328125 0.228515625 1.3974609375
map_5 50 0 5 5 5 1 1 0.001005916 0.001030875 0.0010135996 0.0010311668 0.001006 0.00103 0.001012 0.001029 5587 2165 3906 1621 28542 897486 295 656314 78801 2165 27.072265625 7.9150390625 0.1728515625 1.400390625
map_6 50 1 5 5 5 1 1 0.001030792 0.0009055 0.0010402502 0.0009068252 0.001027 0.000904 0.0010382 0.0009056 5679 2016 3834 1552 35080 757720 58 601900 81866 2016 26.720703125 7.578125 0.193359375 1.517578125
map_7 50 0 5 5 5 1 1 0.000916375 0.002357792 0.0009267414 0.002371275 0.000913 0.002356 0.0009252 0.0023698 5022 3239 3171 2551 27848 2054827 63 1625769 71318 3239 23.4833984375 12.4560546875 0.205078125 1.3828125
map_8 50 1 5 5 5 1 1 0.001241333 0.000592792 0.0012468416 0.0005926752 0.001239 0.000591 0.001245 0.0005918 6493 1922 4058 1157 60866 521798 57 334590 92991 1922 27.814453125 5.6494140625 0.1904296875 1.4560546875
map_9 50 0 5 5 5 1 1 0.001014916 0.000476792 0.0010208084 0.0004862834 0.001012 0.000478 0.0010188 0.0004862 5574 1259 3884 960 26528 332954 113 230150 79407 1259 26.96484375 4.6875 0.19921875 1.318359375
map_0 51 0 5 5 5 1 1 0.000910375 0.010144042 0.0009134666 0.0101526836 0.000907 0.010144 0.0009106 0.0101516 4968 6774 3185 5322 24149 9220229 17 7078465 72695 6774 23.5517578125 25.986328125 0.2021484375 1.4208984375
map_1 51 1 5 5 5 1 1 0.0011475 0.000746334 0.001159975 0.000746733 0.001144 0.000745 0.0011578 0.0007456 6318 1778 4789 1393 40804 630327 143 484831 89525 1778 31.3837890625 6.8017578125 0.19921875 1.4033203125
map_2 51 0 5 5 5 1 1 0.0012825 0.000245584 0.0013023498 0.0002471084 0.001279 0.000246 0.0013012 0.0002458 7089 1017 5213 786 46913 187030 248 154389 107046 1017 33.4541015625 3.837890625 0.2021484375 1.3740234375
map_3 51 1 5 5 5 1 1 0.000930625 0.000286125 0.0009427416 0.000287175 0.000928 0.000286 0.0009418 0.000287 5127 1082 3299 840 27493 225575 50 176361 75708 1082 24.1083984375 4.1015625 0.193359375 1.39453125
map_4 51 0 5 5 5 1 1 0.001240542 0.003248041 0.0012598916 0.0032486582 0.00124 0.003245 0.0012586 0.003247 6912 3895 4702 2932 34947 2950957 264 2147814 100644 3894 30.958984375 14.31640625 0.1875 1.4033203125
map_5 51 1 5 5 5 1 1 0.001233833 0.000606334 0.0012447582 0.0006098084 0.001234 0.000605 0.0012442 0.0006086 6870 1555 4908 1268 40673 494610 348 401933 97303 1555 31.96484375 6.19140625 0.1640625 1.546875
map_6 51 0 5 5 5 1 1 0.0011345 0.000554166 0.0011480668 0.0005546996 0.001134 0.000552 0.0011476 0.000554 6324 1509 4720 1196 36184 451421 208 357444 88005 1509 31.046875 5.83984375 0.19921875 1.34765625
map_7 51 1 5 5 5 1 1 0.000853917 0.002988667 0.0008650752 0.003231025 0.000854 0.002986 0.0008638 0.003227 4708 3813 2860 2800 28251 2706929 50 1958829 67541 3813 21.96484375 13.671875 0.19921875 1.4677734375
map_8 51 0 5 5 5 1 1 0.001161625 0.000779958 0.0011774918 0.0007796666 0.001162 0.000777 0.0011758 0.0007778 6420 1709 3980 1474 41354 633191 113 542588 89727 1709 27.43359375 7.197265625 0.1904296875 1.3359375
map_9 51 1 5 5 5 1 1 0.000965125 0.000444667 0.0009745666 0.00047575 0.000965 0.000445 0.0009732 0.0004744 5332 1312 3205 1046 24577 356885 49 273291 76714 1312 23.6494140625 5.107421875 0.181640625 1.3974609375
map_0 52 1 5 5 5 1 1 0.001202625 0.000480167 0.001206925 0.0005518916 0.0012 0.000478 0.0012062 0.0005502 6485 1352 3829 1123 33386 374792 132 315178 92263 1352 26.6962890625 5.4833984375 0.19921875 1.4296875
map_1 52 0 5 5 5 1 1 0.001063125 0.001441833 0.0010737002 0.0014416662 0.001063 0.001441 0.0010722 0.0014404 5808 2401 4457 2005 32570 1220620 99 1004437 84554 2401 29.7626953125 9.7900390625 0.216796875 1.365234375
map_2 52 1 5 5 5 1 1 0.001074292 0.000450792 0.0010926918 0.0004532 0.001074 0.00045 0.0010914 0.0004522 5935 1357 4690 1069 29710 370994 86 285534 88642 1357 30.900390625 5.2197265625 0.169921875 1.4326171875
map_3 52 0 5 5 5 1 1 0.001227834 0.000289291 0.0012432086 0.00029055 0.001225 0.000289 0.001242 0.0002898 6838 1006 5248 874 35523 222461 653 190953 98101 1006 33.625 4.267578125 0.1875 1.365234375
map_4 52 1 5 5 5 1 1 0.001321875 0.000258 0.0013011416 0.0002584082 0.001318 0.000258 0.0012982 0.000258 6921 1043 4491 798 31900 201900 283 159075 101479 1043 29.9287109375 3.896484375 0.2109375 1.412109375
map_5 52 0 5 5 5 1 1 0.000957792 0.000996833 0.0009712832 0.0009969748 0.000957 0.000995 0.0009692 0.000996 5310 2067 3756 1632 25922 839479 72 665355 78225 2067 26.33984375 7.96875 0.1845703125 1.4091796875
map_6 52 1 5 5 5 1 1 0.001335708 0.000454375 0.0013365416 0.0004557664 0.001332 0.000453 0.0013336 0.0004542 7067 1300 4798 1106 41001 360806 408 305707 100959 1300 31.427734375 5.400390625 0.19921875 1.365234375
map_7 52 0 5 5 5 1 1 0.001071416 0.001044292 0.001084125 0.001044758 0.001069 0.001044 0.0010824 0.0010438 5883 2031 3714 1716 33617 854346 80 735477 85870 2031 26.134765625 8.37890625 0.193359375 1.3212890625
map_8 52 1 5 5 5 1 1 0.001231667 0.002766459 0.0012431998 0.0030895504 0.00123 0.002763 0.0012416 0.0030866 6667 3484 3910 2719 57127 2439570 475 1847233 93680 3484 27.091796875 13.2763671875 0.2080078125 1.3623046875
map_9 52 0 5 5 5 1 1 0.001049041 0.000736541 0.0010654582 0.0006982332 0.001046 0.000736 0.0010634 0.000697 5838 1425 3856 1185 32700 423166 202 350682 85426 1424 26.828125 5.7861328125 0.181640625 1.3330078125
map_0 53 0 5 5 5 1 1 0.001118959 0.000436208 0.0011407586 0.0004363002 0.001119 0.000436 0.0011394 0.0004356 6135 1385 4053 1024 34628 366178 86 262107 90568 1385 27.7900390625 5 0.1787109375 1.4091796875
map_1 53 1 5 5 5 1 1 0.00117425 0.000969667 0.001184383 0.0010686334 0.001173 0.00097 0.0011828 0.0010672 6407 1911 5236 1558 34673 750622 275 606197 96475 1911 33.56640625 7.607421875 0.234375 1.294921875
map_2 53 0 5 5 5 1 1 0.000941792 0.000364167 0.00095135 0.0003645416 0.000939 0.000364 0.0009502 0.0003638 5065 1189 3638 971 34376 290418 37 235641 78335 1189 25.763671875 4.7412109375 0.2255859375 1.4326171875
