# map seed success status cycles time_ms start_nodes goal_nodes path_nodes
# status: 0=PASS 1=TIMEOUT 2=X_PROPAGATION 3=PATH_CHECK_FAIL
6 89 1 0 336813 1.111482900 4185 3323 62
6 90 1 0 226349 0.746951700 2363 1832 66
6 91 1 0 226095 0.746113500 1875 1864 77
7 42 1 0 269355 0.888871500 1169 3377 75
7 43 1 0 215192 0.710133600 1294 2205 68
7 44 1 0 231887 0.765227100 1427 2803 61
7 45 1 0 254576 0.840100800 2096 2714 65
7 46 1 0 217880 0.719004000 1197 2262 63
7 47 1 0 284956 0.940354800 3099 2569 62
7 48 1 0 279487 0.922307100 1541 3570 59
7 49 1 0 256316 0.845842800 1795 3352 63
7 50 1 0 250603 0.826989900 1668 2109 61
7 51 1 0 281107 0.927653100 2527 4304 66
7 52 1 0 210616 0.695032800 996 2241 63
7 53 1 0 230747 0.761465100 930 2547 55
7 54 1 0 206271 0.680694300 918 2028 63
7 55 1 0 253483 0.836493900 1497 2848 57
7 56 1 0 209547 0.691505100 1278 1831 79
7 57 1 0 350836 1.157758800 1225 4702 65
7 58 1 0 206571 0.681684300 774 1948 66
7 59 1 0 278818 0.920099400 1783 3363 75
7 60 1 0 255876 0.844390800 1793 2806 64
7 61 1 0 263803 0.870549900 2042 3180 66
7 62 1 0 222788 0.735200400 1441 2020 65
7 63 1 0 264594 0.873160200 1713 3557 60
7 64 1 0 276762 0.913314600 1067 3364 71
7 65 1 0 153325 0.505972500 811 1305 59
7 66 1 0 281970 0.930501000 1766 3643 67
7 67 1 0 191117 0.630686100 774 1896 73
7 68 1 0 220065 0.726214500 1466 2423 58
7 69 1 0 228519 0.754112700 775 2327 67
7 70 1 0 172593 0.569556900 795 1578 60
7 71 1 0 276473 0.912360900 1646 3678 63
7 72 1 0 248109 0.818759700 699 3078 62
7 73 1 0 232267 0.766481100 1149 2680 72
7 74 1 0 212135 0.700045500 1929 2347 59
7 75 1 0 239916 0.791722800 1114 2610 61
7 76 1 0 208067 0.686621100 1054 2073 65
7 77 1 0 218512 0.721089600 1496 1921 61
7 78 1 0 258331 0.852492300 1809 3209 77
7 79 1 0 209654 0.691858200 781 2034 60
7 80 1 0 183854 0.606718200 951 1527 72
7 81 1 0 185067 0.610721100 620 2267 65
7 82 1 0 255514 0.843196200 1889 2608 63
7 83 1 0 227197 0.749750100 1564 2412 67
7 84 1 0 230991 0.762270300 1616 2440 65
7 85 1 0 201378 0.664547400 1129 1713 61
7 86 1 0 289809 0.956369700 2302 3644 67
7 87 1 0 213211 0.703596300 972 1935 67
7 88 1 0 217444 0.717565200 1265 2346 68
7 89 1 0 226773 0.748350900 1492 3222 71
7 90 1 0 205377 0.677744100 944 1899 78
7 91 1 0 250821 0.827709300 1544 2754 72
8 42 1 0 185307 0.611513100 1332 1655 64
8 43 1 0 175585 0.579430500 1274 1979 59
8 44 1 0 187048 0.617258400 1712 1982 61
8 45 1 0 117553 0.387924900 786 900 54
8 46 1 0 228933 0.755478900 1788 2537 59
8 47 1 0 173977 0.574124100 1623 1707 61
8 48 1 0 114607 0.378203100 606 1087 54
8 49 1 0 212842 0.702378600 2170 2448 54
8 50 1 0 94018 0.310259400 705 523 57
8 51 1 0 195295 0.644473500 1801 1808 60
8 52 1 0 241024 0.795379200 1947 2909 60
8 53 1 0 156242 0.515598600 1403 1469 63
8 54 1 0 199529 0.658445700 2124 2035 63
8 55 1 0 294691 0.972480300 4014 2854 67
8 56 1 0 270428 0.892412400 3484 1743 61
8 57 1 0 190683 0.629253900 1778 1880 65
8 58 1 0 216487 0.714407100 2468 1911 57
8 59 1 0 249957 0.824858100 2801 2479 68
8 60 1 0 254488 0.839810400 2893 3214 64
8 61 1 0 165910 0.547503000 1559 1139 62
8 62 1 0 145804 0.481153200 1118 1069 58
8 63 1 0 226296 0.746776800 2384 1736 53
8 64 1 0 139677 0.460934100 987 834 49
8 65 1 0 231974 0.765514200 2123 2448 61
8 66 1 0 239078 0.788957400 2293 3019 69
8 67 1 0 179441 0.592155300 1178 1731 64
8 68 1 0 218146 0.719881800 2358 2409 62
8 69 1 0 223755 0.738391500 2401 2687 65
8 70 1 0 219008 0.722726400 2293 2146 66
8 71 1 0 183501 0.605553300 1511 1950 61
8 72 1 0 175411 0.578856300 1164 1694 72
8 73 1 0 263638 0.870005400 2620 3528 65
8 74 1 0 219351 0.723858300 2033 2678 63
8 75 1 0 223232 0.736665600 2205 2503 59
8 76 1 0 237478 0.783677400 2366 2584 57
8 77 1 0 145440 0.479952000 1160 1284 62
8 78 1 0 172873 0.570480900 1394 2038 67
8 79 1 0 205576 0.678400800 1959 2065 65
8 80 1 0 207866 0.685957800 2066 2502 73
8 81 1 0 257527 0.849839100 2725 3234 77
8 82 1 0 194893 0.643146900 1797 1796 55
8 83 1 0 308891 1.019340300 3652 4225 78
8 84 1 0 228443 0.753861900 2135 2595 55
8 85 1 0 243543 0.803691900 2413 2701 65
8 86 1 0 206286 0.680743800 2154 2505 62
8 87 1 0 248084 0.818677200 2994 2643 67
8 88 1 0 199616 0.658732800 1932 1907 65
8 89 1 0 251651 0.830448300 2626 2412 53
8 90 1 0 124390 0.410487000 786 931 60
8 91 1 0 190094 0.627310200 1798 2027 58
9 42 1 0 239353 0.789864900 1265 2164 62
9 43 1 0 230678 0.761237400 1121 2149 72
9 44 1 0 262086 0.864883800 2694 3560 77
9 45 1 0 293041 0.967035300 2418 2888 68
9 46 1 0 278804 0.920053200 3119 2496 65
9 47 1 0 143110 0.472263000 917 767 59
9 48 1 0 231025 0.762382500 1375 2156 63
9 49 1 0 192552 0.635421600 1017 1829 58
9 50 1 0 219036 0.722818800 1261 1656 70
9 51 1 0 186561 0.615651300 1011 1607 74
9 52 1 0 224875 0.742087500 964 1923 55
9 53 1 0 268180 0.884994000 1268 3289 65
9 54 1 0 223792 0.738513600 1437 1914 68
9 55 1 0 246234 0.812572200 2434 2643 62
9 56 1 0 273047 0.901055100 2151 2532 67
9 57 1 0 232115 0.765979500 1403 2458 67
9 58 1 0 178573 0.589290900 1244 1414 58
9 59 1 0 255799 0.844136700 1649 2519 63
9 60 1 0 235668 0.777704400 1701 1955 62
9 61 1 0 253036 0.835018800 2192 1994 72
9 62 1 0 231721 0.764679300 1782 2111 62
9 63 1 0 226794 0.748420200 1699 1897 61
9 64 1 0 230809 0.761669700 1852 2200 78
9 65 1 0 235194 0.776140200 1506 2650 60
9 66 1 0 272187 0.898217100 1749 3134 70
9 67 1 0 234719 0.774572700 1373 2246 64
9 68 1 0 224042 0.739338600 965 2313 64
9 69 1 0 251083 0.828573900 2152 2981 78
9 70 1 0 258668 0.853604400 1433 2785 64
9 71 1 0 259661 0.856881300 1642 3041 71
9 72 1 0 219550 0.724515000 1297 2413 63
9 73 1 0 243275 0.802807500 1764 2248 63
9 74 1 0 220594 0.727960200 1759 2189 52
9 75 1 0 216613 0.714822900 982 2041 61
9 76 1 0 237674 0.784324200 1778 1988 67
9 77 1 0 212455 0.701101500 1264 2138 74
9 78 1 0 216969 0.715997700 1915 1849 52
9 79 1 0 251863 0.831147900 2804 2122 62
9 80 1 0 222318 0.733649400 1264 2096 60
9 81 1 0 242612 0.800619600 1840 2153 65
9 82 1 0 229555 0.757531500 1836 2608 67
9 83 1 0 250462 0.826524600 1484 2266 57
9 84 1 0 227353 0.750264900 1275 2423 67
9 85 1 0 287678 0.949337400 2523 3232 67
9 86 1 0 231820 0.765006000 1189 2602 78
9 87 1 0 278295 0.918373500 1868 3513 68
9 88 1 0 242653 0.800754900 1842 2187 69
9 89 1 0 263524 0.869629200 1910 2981 76
9 90 1 0 189933 0.626778900 1344 1782 53
9 91 1 0 203623 0.671955900 1503 1624 65
