# map seed success status cycles time_ms start_nodes goal_nodes path_nodes
# status: 0=PASS 1=TIMEOUT 2=X_PROPAGATION 3=PATH_CHECK_FAIL
1 64 1 0 311027 1.026389100 769 2783 70
1 65 1 0 338421 1.116789300 1128 2577 73
1 66 1 0 290133 0.957438900 623 1719 70
1 67 1 0 427822 1.411812600 892 3036 75
1 68 1 0 348290 1.149357000 530 2812 77
1 69 1 0 385719 1.272872700 1097 3073 73
1 70 1 0 355300 1.172490000 837 2854 88
1 71 1 0 295377 0.974744100 628 1795 69
1 72 1 0 376457 1.242308100 782 3577 76
1 73 1 0 391290 1.291257000 762 2959 73
1 74 1 0 284694 0.939490200 614 1588 64
1 75 1 0 377636 1.246198800 628 2664 84
1 76 1 0 392178 1.294187400 968 3421 81
1 77 1 0 381596 1.259266800 1682 2555 73
1 78 1 0 405055 1.336681500 1633 3681 87
1 79 1 0 383368 1.265114400 1124 2516 75
1 80 1 0 318662 1.051584600 1162 1979 81
1 81 1 0 426081 1.406067300 598 3668 83
1 82 1 0 444321 1.466259300 1557 3353 83
1 83 1 0 436235 1.439575500 466 3971 73
1 84 1 0 363944 1.201015200 679 3209 77
1 85 1 0 326535 1.077565500 505 1875 58
1 86 1 0 288391 0.951690300 827 2207 78
1 87 1 0 330381 1.090257300 1253 2388 74
1 88 1 0 332946 1.098721800 954 2703 68
1 89 1 0 414759 1.368704700 1721 2568 71
1 90 1 0 397693 1.312386900 415 2808 79
1 91 1 0 348840 1.151172000 640 2984 84
2 42 1 0 402297 1.327580100 2322 2232 88
2 43 1 0 389076 1.283950800 2185 2081 79
2 44 1 0 340475 1.123567500 452 2311 73
2 45 1 0 351934 1.161382200 1207 1589 64
2 46 1 0 316574 1.044694200 1400 1455 75
2 47 1 0 427784 1.411687200 2216 3631 87
2 48 1 0 333117 1.099286100 2592 1886 79
2 49 1 0 369892 1.220643600 2369 2663 74
2 50 1 0 346183 1.142403900 991 2477 83
2 51 1 0 307597 1.015070100 1656 2051 65
2 52 1 0 374571 1.236084300 1778 2416 75
2 53 1 0 468350 1.545555000 1479 4697 81
2 54 1 0 379761 1.253211300 1213 2266 86
2 55 1 0 364343 1.202331900 627 2913 68
2 56 1 0 285043 0.940641900 1803 1118 81
2 57 1 0 346407 1.143143100 2022 2106 83
2 58 1 0 334365 1.103404500 918 1758 69
2 59 1 0 347269 1.145987700 2862 1777 87
2 60 1 0 388200 1.281060000 1571 2095 72
2 61 1 0 319110 1.053063000 1297 2147 87
2 62 1 0 467773 1.543650900 1751 4055 65
2 63 1 0 331735 1.094725500 2217 1877 85
2 64 1 0 316368 1.044014400 1509 1551 81
2 65 1 0 285462 0.942024600 1047 2263 72
2 66 1 0 386288 1.274750400 2292 2321 84
2 67 1 0 346692 1.144083600 1957 2452 97
2 68 1 0 328998 1.085693400 1121 1879 86
2 69 1 0 357721 1.180479300 1768 2089 85
2 70 1 0 325056 1.072684800 1307 1885 64
2 71 1 0 336167 1.109351100 1349 2615 80
2 72 1 0 344250 1.136025000 1785 2187 93
2 73 1 0 321127 1.059719100 708 1968 81
2 74 1 0 342146 1.129081800 1921 1893 78
2 75 1 0 366934 1.210882200 1718 2207 78
2 76 1 0 349707 1.154033100 1110 2953 79
2 77 1 0 331865 1.095154500 1779 2607 79
2 78 1 0 370970 1.224201000 1905 2144 81
2 79 1 0 367587 1.213037100 1886 2407 86
2 80 1 0 348806 1.151059800 1671 2327 94
2 81 1 0 379111 1.251066300 1349 2383 71
2 82 1 0 408769 1.348937700 1585 3064 73
2 83 1 0 296864 0.979651200 908 2099 82
2 84 1 0 404263 1.334067900 1772 2736 84
2 85 1 0 410621 1.355049300 1412 2587 78
2 86 1 0 407154 1.343608200 2374 2890 87
2 87 1 0 361670 1.193511000 1335 1879 70
2 88 1 0 391698 1.292603400 2610 2485 92
2 89 1 0 375819 1.240202700 1240 3493 97
2 90 1 0 305942 1.009608600 1606 2183 74
2 91 1 0 395565 1.305364500 1747 2868 102
3 42 1 0 360469 1.189547700 1453 3210 80
3 43 1 0 340031 1.122102300 1570 1974 75
3 44 1 0 336704 1.111123200 1388 2286 80
3 45 1 0 301670 0.995511000 1135 1969 77
3 46 1 0 355156 1.172014800 2244 2420 83
3 47 1 0 451594 1.490260200 3109 2373 88
3 48 1 0 403082 1.330170600 1711 2802 77
3 49 1 0 373765 1.233424500 2369 2901 96
3 50 1 0 268380 0.885654000 677 1778 76
3 51 1 0 383763 1.266417900 1759 3283 87
3 52 1 0 359385 1.185970500 2269 1902 71
3 53 1 0 296072 0.977037600 1062 2264 83
3 54 1 0 374283 1.235133900 1549 2785 86
3 55 1 0 310968 1.026194400 1907 2161 78
3 56 1 0 306665 1.011994500 889 1350 80
3 57 1 0 331470 1.093851000 2333 1548 79
3 58 1 0 412294 1.360570200 2211 1786 74
3 59 1 0 343080 1.132164000 1219 2344 88
3 60 1 0 337253 1.112934900 1168 1522 88
3 61 1 0 407759 1.345604700 2773 3364 95
3 62 1 0 291257 0.961148100 817 933 71
3 63 1 0 345794 1.141120200 1591 2195 80
3 64 1 0 329217 1.086416100 1268 1734 86
3 65 1 0 320636 1.058098800 1118 987 71
3 66 1 0 413826 1.365625800 2076 2298 99
3 67 1 0 382131 1.261032300 2417 1365 81
3 68 1 0 413156 1.363414800 3034 2463 71
3 69 1 0 384853 1.270014900 2186 1860 91
3 70 1 0 363141 1.198365300 1892 2260 77
3 71 1 0 354657 1.170368100 2347 1528 82
3 72 1 0 409827 1.352429100 3128 2707 85
3 73 1 0 355367 1.172711100 2393 1419 77
3 74 1 0 345764 1.141021200 2101 1741 66
3 75 1 0 314114 1.036576200 1436 1839 84
3 76 1 0 387109 1.277459700 1720 2614 88
3 77 1 0 356023 1.174875900 1445 2910 73
3 78 1 0 432363 1.426797900 2751 2089 82
3 79 1 0 474018 1.564259400 1921 2704 76
3 80 1 0 285694 0.942790200 1089 1485 78
3 81 1 0 411562 1.358154600 2331 2556 86
3 82 1 0 450546 1.486801800 1994 2717 72
3 83 1 0 379559 1.252544700 2072 2286 83
3 84 1 0 382778 1.263167400 2088 1798 79
3 85 1 0 329858 1.088531400 1603 1025 84
3 86 1 0 328188 1.083020400 1711 1699 73
3 87 1 0 363133 1.198338900 1865 1672 75
3 88 1 0 278010 0.917433000 828 1548 81
3 89 1 0 326219 1.076522700 1610 2054 86
3 90 1 0 277351 0.915258300 1611 2288 69
3 91 1 0 245317 0.809546100 1307 1547 78
4 42 1 0 275965 0.910684500 1329 920 59
4 43 1 0 355993 1.174776900 1776 2024 84
4 44 1 0 473596 1.562866800 2854 3246 72
4 45 1 0 314446 1.037671800 1362 1522 67
4 46 1 0 387002 1.277106600 2710 2572 89
4 47 1 0 443905 1.464886500 2818 3105 85
4 48 1 0 363993 1.201176900 1672 1749 74
4 49 1 0 340351 1.123158300 1803 2794 83
4 50 1 0 374215 1.234909500 1952 1752 78
4 51 1 0 435279 1.436420700 2667 2486 83
4 52 1 0 333021 1.098969300 1629 1289 73
4 53 1 0 367506 1.212769800 2037 2111 61
4 54 1 0 315941 1.042605300 1575 2033 79
4 55 1 0 423091 1.396200300 2679 3034 62
4 56 1 0 371945 1.227418500 2283 1889 96
4 57 1 0 315142 1.039968600 2073 1404 62
4 58 1 0 306766 1.012327800 1829 943 68
4 59 1 0 272741 0.900045300 978 1010 67
4 60 1 0 372210 1.228293000 2291 2102 68
4 61 1 0 412966 1.362787800 3195 1573 75
4 62 1 0 355285 1.172440500 1351 1457 69
4 63 1 0 288715 0.952759500 1671 963 60
4 64 1 0 326959 1.078964700 1542 1067 63
4 65 1 0 336452 1.110291600 1783 2270 81
4 66 1 0 403352 1.331061600 2249 3623 92
4 67 1 0 275485 0.909100500 1561 1753 81
4 68 1 0 279141 0.921165300 1239 1127 74
4 69 1 0 393383 1.298163900 1939 1964 84
4 70 1 0 361099 1.191626700 1872 1704 74
4 71 1 0 383555 1.265731500 2361 2797 77
4 72 1 0 398042 1.313538600 2299 2490 78
4 73 1 0 370909 1.223999700 1966 2318 63
4 74 1 0 379798 1.253333400 2342 2441 74
4 75 1 0 286942 0.946908600 1336 1252 74
4 76 1 0 298824 0.986119200 1880 1704 88
4 77 1 0 327665 1.081294500 2557 1398 84
4 78 1 0 326059 1.075994700 1810 1287 69
4 79 1 0 338754 1.117888200 1761 1994 84
4 80 1 0 345356 1.139674800 1977 1929 84
4 81 1 0 382021 1.260669300 2283 3103 77
4 82 1 0 278931 0.920472300 1216 1247 79
4 83 1 0 416547 1.374605100 2498 3115 79
4 84 1 0 354378 1.169447400 1944 2498 65
4 85 1 0 328816 1.085092800 1988 1245 75
4 86 1 0 389684 1.285957200 2959 3046 80
4 87 1 0 306024 1.009879200 1515 1491 67
4 88 1 0 372671 1.229814300 2338 1803 69
4 89 1 0 378905 1.250386500 2162 3315 83
4 90 1 0 352582 1.163520600 1669 1326 62
4 91 1 0 309061 1.019901300 1652 1652 70
5 42 1 0 394090 1.300497000 2015 1944 74
5 43 1 0 448462 1.479924600 3284 2810 79
5 44 1 0 535018 1.765559400 3231 1895 80
5 45 1 0 465078 1.534757400 2401 2549 87
5 46 1 0 437540 1.443882000 2628 1974 86
5 47 1 0 373725 1.233292500 599 1261 68
5 48 1 0 402623 1.328655900 1956 4560 80
5 49 1 0 396359 1.307984700 1212 4164 78
5 50 1 0 362776 1.197160800 725 2998 72
5 51 1 0 330747 1.091465100 1370 2496 76
5 52 1 0 328752 1.084881600 1505 2031 73
5 53 1 0 289310 0.954723000 549 1714 76
5 54 1 0 426917 1.408826100 2080 1050 74
5 55 1 0 450399 1.486316700 1908 2193 79
5 56 1 0 401392 1.324593600 1451 1974 80
5 57 1 0 446692 1.474083600 2566 1399 78
5 58 1 0 379548 1.252508400 1911 1172 73
5 59 1 0 385612 1.272519600 1258 2690 83
5 60 1 0 450804 1.487653200 3544 2993 86
5 61 1 0 423035 1.396015500 1865 1743 82
5 62 1 0 537446 1.773571800 3873 2005 95
5 63 1 0 480421 1.585389300 3261 2783 87
5 64 1 0 320332 1.057095600 554 969 76
5 65 1 0 443729 1.464305700 3104 1228 89
5 66 1 0 444426 1.466605800 2463 2223 73
5 67 1 0 332452 1.097091600 1104 647 55
5 68 1 0 401208 1.323986400 1069 1457 77
5 69 1 0 357978 1.181327400 2481 732 85
5 70 1 0 477900 1.577070000 3225 3870 80
5 71 1 0 317367 1.047311100 986 2014 82
5 72 1 0 410825 1.355722500 1835 1306 65
5 73 1 0 387045 1.277248500 1531 1170 76
5 74 1 0 394709 1.302539700 2106 1235 72
5 75 1 0 445497 1.470140100 1208 4752 85
5 76 1 0 322917 1.065626100 1310 2723 74
5 77 1 0 281613 0.929322900 1283 2029 76
5 78 1 0 376904 1.243783200 1527 588 72
5 79 1 0 523490 1.727517000 1736 1037 78
5 80 1 0 359027 1.184789100 1815 1681 76
5 81 1 0 396061 1.307001300 1909 1185 84
5 82 1 0 333109 1.099259700 1607 1200 82
5 83 1 0 399751 1.319178300 1333 1252 72
5 84 1 0 456522 1.506522600 2727 1050 76
5 85 1 0 342687 1.130867100 1514 1385 76
5 86 1 0 371118 1.224689400 1839 2094 82
5 87 1 0 365818 1.207199400 1893 1922 80
5 88 1 0 475017 1.567556100 2886 3410 87
5 89 1 0 411058 1.356491400 2217 3390 89
5 90 1 0 274780 0.906774000 1127 2306 79
5 91 1 0 340383 1.123263900 1114 1582 71
6 42 1 0 305926 1.009555800 2073 2039 83
6 43 1 0 352637 1.163702100 2071 2125 65
6 44 1 0 378034 1.247512200 2999 2470 89
6 45 1 0 358765 1.183924500 1933 2360 87
6 46 1 0 405366 1.337707800 2815 3210 92
6 47 1 0 274900 0.907170000 1430 1950 82
6 48 1 0 259381 0.855957300 1517 2204 93
6 49 1 0 350779 1.157570700 2352 3039 85
6 50 1 0 351203 1.158969900 1957 2731 90
6 51 1 0 285046 0.940651800 1590 1894 82
6 52 1 0 336017 1.108856100 1641 2658 87
6 53 1 0 393169 1.297457700 2448 2582 91
6 54 1 0 349887 1.154627100 2426 3208 96
6 55 1 0 365340 1.205622000 2165 2195 79
6 56 1 0 385121 1.270899300 2645 3181 77
6 57 1 0 305642 1.008618600 1696 2160 87
6 58 1 0 440359 1.453184700 3723 2168 68
6 59 1 0 276596 0.912766800 1360 1685 67
6 60 1 0 244111 0.805566300 1114 1462 81
6 61 1 0 289867 0.956561100 1412 2524 75
6 62 1 0 343771 1.134444300 2167 2754 83
6 63 1 0 286314 0.944836200 1667 1402 87
6 64 1 0 299151 0.987198300 1302 2067 70
6 65 1 0 268592 0.886353600 1295 2163 84
6 66 1 0 308607 1.018403100 1311 2043 82
6 67 1 0 267410 0.882453000 1238 1217 85
6 68 1 0 273179 0.901490700 1565 2267 83
6 69 1 0 402223 1.327335900 2609 4511 77
6 70 1 0 197683 0.652353900 812 1364 70
6 71 1 0 402808 1.329266400 2570 3627 76
6 72 1 0 337479 1.113680700 1621 2939 82
6 73 1 0 312640 1.031712000 1470 2451 74
6 74 1 0 346903 1.144779900 1873 2555 79
6 75 1 0 311132 1.026735600 1430 1936 89
6 76 1 0 344382 1.136460600 2031 2751 71
6 77 1 0 379014 1.250746200 2844 3331 83
6 78 1 0 343444 1.133365200 1792 2302 79
6 79 1 0 313830 1.035639000 1906 2749 81
6 80 1 0 341371 1.126524300 2174 2449 83
6 81 1 0 368818 1.217099400 1412 4046 87
6 82 1 0 361802 1.193946600 2727 2763 92
6 83 1 0 379300 1.251690000 2453 3306 94
6 84 1 0 321112 1.059669600 1884 2520 78
6 85 1 0 295173 0.974070900 1985 2013 86
6 86 1 0 299693 0.988986900 1679 2878 70
6 87 1 0 272863 0.900447900 1319 1846 83
6 88 1 0 357851 1.180908300 2316 3001 83
6 89 1 0 292171 0.964164300 1568 2038 86
6 90 1 0 387175 1.277677500 2529 2846 75
6 91 1 0 315814 1.042186200 1691 2406 80
7 42 1 0 390019 1.287062700 1644 1815 85
7 43 1 0 145594 0.480460200 475 343 58
7 44 1 0 432656 1.427764800 1703 1416 78
7 45 1 0 348743 1.150851900 2395 1132 63
7 46 1 0 380200 1.254660000 1769 1504 69
7 47 1 0 407407 1.344443100 2598 1589 89
7 48 1 0 389612 1.285719600 1833 3099 69
7 49 1 0 310099 1.023326700 1247 2051 87
7 50 1 0 310636 1.025098800 1471 2174 78
7 51 1 0 299706 0.989029800 1474 2399 82
7 52 1 0 298554 0.985228200 1183 1444 81
7 53 1 0 340814 1.124686200 1404 2772 87
7 54 1 0 340523 1.123725900 1852 1719 79
7 55 1 0 305254 1.007338200 1398 952 75
7 56 1 0 412699 1.361906700 1307 1702 87
7 57 1 0 325443 1.073961900 2218 1379 71
7 58 1 0 459448 1.516178400 2387 2231 89
7 59 1 0 337447 1.113575100 1833 1226 75
7 60 1 0 396424 1.308199200 2223 1474 85
7 61 1 0 402430 1.328019000 2254 1766 71
7 62 1 0 295721 0.975879300 1414 1094 76
7 63 1 0 297101 0.980433300 1671 900 75
7 64 1 0 404797 1.335830100 1539 1561 74
7 65 1 0 374514 1.235896200 1373 1045 71
7 66 1 0 366688 1.210070400 2136 1505 74
7 67 1 0 360529 1.189745700 1302 2584 74
7 68 1 0 417272 1.376997600 2408 1847 69
7 69 1 0 345985 1.141750500 1727 1686 79
7 70 1 0 350673 1.157220900 999 2520 82
7 71 1 0 294189 0.970823700 825 1357 73
7 72 1 0 349084 1.151977200 1837 1780 72
7 73 1 0 384282 1.268130600 1873 1563 74
7 74 1 0 232383 0.766863900 1176 416 68
7 75 1 0 303871 1.002774300 982 2746 85
7 76 1 0 314518 1.037909400 1779 1838 70
7 77 1 0 405574 1.338394200 2353 2090 81
7 78 1 0 282565 0.932464500 1793 792 72
7 79 1 0 298901 0.986373300 1665 898 64
7 80 1 0 323425 1.067302500 1524 1942 73
7 81 1 0 430578 1.420907400 2712 2762 77
7 82 1 0 313630 1.034979000 1527 2163 66
7 83 1 0 311932 1.029375600 1527 1394 70
7 84 1 0 279039 0.920828700 1101 889 84
7 85 1 0 383173 1.264470900 2197 924 70
7 86 1 0 394408 1.301546400 2113 1783 78
7 87 1 0 251144 0.828775200 329 895 63
7 88 1 0 280418 0.925379400 952 705 92
7 89 1 0 278683 0.919653900 1043 1457 73
7 90 1 0 225463 0.744027900 418 897 71
7 91 1 0 455764 1.504021200 2535 1988 89
8 42 1 0 368848 1.217198400 1205 3530 83
8 43 1 0 319112 1.053069600 983 1472 66
8 44 1 0 370106 1.221349800 1716 2623 83
8 45 1 0 288315 0.951439500 1027 1688 79
8 46 1 0 378801 1.250043300 1837 2461 86
8 47 1 0 270035 0.891115500 803 2000 75
8 48 1 0 314560 1.038048000 837 2700 77
8 49 1 0 331264 1.093171200 1395 1810 65
8 50 1 0 286488 0.945410400 934 1487 66
8 51 1 0 350852 1.157811600 1899 3019 87
8 52 1 0 380493 1.255626900 1385 2435 68
8 53 1 0 332764 1.098121200 1336 2612 85
8 54 1 0 280391 0.925290300 564 1530 64
8 55 1 0 272951 0.900738300 1029 1162 89
8 56 1 0 394580 1.302114000 1415 2605 86
8 57 1 0 358194 1.182040200 1439 2190 84
8 58 1 0 357353 1.179264900 1309 2660 90
8 59 1 0 386907 1.276793100 2055 3369 66
8 60 1 0 328411 1.083756300 1464 2955 82
8 61 1 0 264767 0.873731100 1469 1078 79
8 62 1 0 368806 1.217059800 947 3106 88
8 63 1 0 291937 0.963392100 1531 1755 77
8 64 1 0 375332 1.238595600 2515 2419 86
8 65 1 0 291864 0.963151200 1485 1850 75
8 66 1 0 273283 0.901833900 967 1716 79
8 67 1 0 377776 1.246660800 2385 1074 61
8 68 1 0 348602 1.150386600 1585 2975 79
8 69 1 0 390692 1.289283600 2216 3304 71
8 70 1 0 315718 1.041869400 661 2828 71
8 71 1 0 337701 1.114413300 1178 3486 84
8 72 1 0 400095 1.320313500 2188 3012 91
8 73 1 0 373050 1.231065000 1328 3071 74
8 74 1 0 278385 0.918670500 1159 2270 73
8 75 1 0 364590 1.203147000 1920 3179 88
8 76 1 0 362301 1.195593300 1561 2646 71
8 77 1 0 335618 1.107539400 1244 3066 78
8 78 1 0 426032 1.405905600 1536 3031 92
8 79 1 0 366586 1.209733800 2021 821 69
8 80 1 0 331812 1.094979600 1112 3066 72
8 81 1 0 391690 1.292577000 1474 2525 86
8 82 1 0 301837 0.996062100 1268 2456 80
8 83 1 0 413663 1.365087900 1723 4020 79
8 84 1 0 336201 1.109463300 1474 2184 75
8 85 1 0 283838 0.936665400 1011 2099 74
8 86 1 0 309890 1.022637000 1542 2202 73
8 87 1 0 359149 1.185191700 1344 3484 89
8 88 1 0 389943 1.286811900 2993 1739 83
8 89 1 0 294247 0.971015100 923 1801 77
8 90 1 0 356607 1.176803100 1893 2266 71
8 91 1 0 323305 1.066906500 1047 1602 85
9 42 1 0 410811 1.355676300 1103 4037 64
9 43 1 0 284038 0.937325400 1393 1586 59
9 44 1 0 326788 1.078400400 1755 1680 86
9 45 1 0 324371 1.070424300 1684 2130 75
9 46 1 0 419703 1.385019900 2017 2613 88
9 47 1 0 243051 0.802068300 589 1228 62
9 48 1 0 228144 0.752875200 551 1210 69
9 49 1 0 406176 1.340380800 2287 2447 68
9 50 1 0 281269 0.928187700 1289 2172 72
9 51 1 0 336607 1.110803100 1696 2390 72
9 52 1 0 340126 1.122415800 1701 1984 63
9 53 1 0 335750 1.107975000 1430 2366 79
9 54 1 0 381379 1.258550700 1935 3211 82
9 55 1 0 405378 1.337747400 2277 2405 76
9 56 1 0 349056 1.151884800 1097 1448 78
9 57 1 0 294054 0.970378200 1452 1462 78
9 58 1 0 331837 1.095062100 1642 1534 81
9 59 1 0 348665 1.150594500 1867 1342 87
9 60 1 0 308503 1.018059900 1455 2173 73
9 61 1 0 268646 0.886531800 1263 878 74
9 62 1 0 318330 1.050489000 1816 1095 67
9 63 1 0 411925 1.359352500 2470 2357 80
9 64 1 0 397243 1.310901900 2318 1625 79
9 65 1 0 283592 0.935853600 1442 2114 93
9 66 1 0 349130 1.152129000 978 2666 80
9 67 1 0 323817 1.068596100 1213 2704 87
9 68 1 0 309167 1.020251100 1148 2317 62
9 69 1 0 359531 1.186452300 2247 2366 80
9 70 1 0 340583 1.123923900 1422 2986 75
9 71 1 0 363239 1.198688700 1782 2367 73
9 72 1 0 279562 0.922554600 1058 1532 78
9 73 1 0 425943 1.405611900 1992 3405 86
9 74 1 0 322918 1.065629400 1770 2178 72
9 75 1 0 344451 1.136688300 1834 2682 76
9 76 1 0 278902 0.920376600 1579 2130 79
9 77 1 0 364013 1.201242900 2187 3478 75
9 78 1 0 328449 1.083881700 1222 2052 73
9 79 1 0 331200 1.092960000 1871 1862 80
9 80 1 0 307106 1.013449800 1567 1915 70
9 81 1 0 330141 1.089465300 1114 2446 78
9 82 1 0 297881 0.983007300 1104 2123 78
9 83 1 0 320028 1.056092400 1586 3011 82
9 84 1 0 351211 1.158996300 1477 3034 78
9 85 1 0 339054 1.118878200 1275 1655 75
9 86 1 0 279577 0.922604100 1246 1309 76
9 87 1 0 383379 1.265150700 2385 2078 79
9 88 1 0 401062 1.323504600 2435 3790 83
9 89 1 0 286660 0.945978000 1181 2008 72
9 90 1 0 272015 0.897649500 1574 2101 86
9 91 1 0 382311 1.261626300 2164 2851 82
